,corpusid,section,subsection,text,wc,_id,externalids,url,title,authors,venue,publicationvenueid,year,referencecount,citationcount,influentialcitationcount,isopenaccess,s2fieldsofstudy,publicationtypes,publicationdate,journal,updated,field,x,y,labels,corpusid_unique,section_pos_in_pct,x_centered,y_centered
864,235606332,3/18,1.0,"We report the error in the densities obtained from self-consistently solved calculations with approximate XC functionals (denoted as ρ model **data** ), relative to the ground-state density from incremental full-CI (iFCI) calculations (denoted as ρ exact **data** ). We quantify the errors in the density using two metrics
f 1 = ρ exact **data** − ρ model **data** L2 ρ exact **data** L2 , f 2 = ∇(ρ exact **data** − ρ model **data** ) L2 |∇ρ exact **data** | L2 .(5)
Table III lists the f 1 and f 2 values for all the five benchmark systems considered in this study. We also report two additional error metric for the model v xc 's, given by
e 3 = δv xc L2 v exact xc L2 , e 4 = |∇δv xc | L2 |∇v exact xc | L2 ,(6)
where δv xc = v exact xc − v model xc . We note that while e 1 and e 2 (presented in the main manuscript) are ρ **data** −weighted error metrics, e 3 and e 4 are their unweighted counterparts, respectively. Table IV lists the e 3 and e 4 error metrics for all the benchmark systems used in this work. Comparing Table III with Table IV (and Table 1 from the main manuscript), we emphasize that while the relative errors in the density are of O(10 −3 − 10 −2 ), the relative errors in the XC potentials are two-orders higher (i.e., O(10 −1 − 10 0 )). In other words, the XC potential exhibits greater sensitivity than the density, and hence, can be instrumental in development of future XC functionals. Model  
H 2 (eq) H 2 (0.8eq) H 2 (2eq) LiH H 2 O C 6 H 4 f 1 f 2 f 1 f 2 f 1 f 2 f 1 f 2 f 1 f 2 f 1 f 2 B3LYP
",314,63e54e0fd013a649c412df5d,"{'ACL': None, 'DBLP': None, 'ArXiv': '2106.12476', 'MAG': None, 'CorpusId': '235606332', 'PubMed': '34898217', 'DOI': '10.1021/acs.jpclett.1c03670', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/3fb2f828d6bbb75259dfe4b1c28c7ca484115934,A Comparison of Exact and Model Exchange-Correlation Potentials for Molecules.,"[{'authorId': '2080292405', 'name': 'Bikash Kanungo'}, {'authorId': '3174588', 'name': 'P. Zimmerman'}, {'authorId': '2496792', 'name': 'V. Gavini'}]",Journal of Physical Chemistry Letters,45c7ef3c-e436-428b-a856-c8d5b31b603b,2021.0,81,6,0,False,"[{'category': 'Chemistry', 'source': 's2-fos-model'}, {'category': 'Medicine', 'source': 'external'}, {'category': 'Physics', 'source': 'external'}]",['JournalArticle'],2021-06-23,"{'name': 'The journal of physical chemistry letters', 'pages': '\n          12012-12019\n        ', 'volume': None}",2023-01-24T20:29:06.930Z,Chemistry,8.819793,5.8768516,-1,235606332_3/18_1,0.167,-2.8779056529217844,-2.732974821975727
865,230508319,5/17,3.0,"
(a) selected multiple (head (M = 8.37, SD = 2.09), dorsum (M = 8.64, SD = 2.08), venter (M = 4.50, SD = 2.69), and dorsal pattern (M = 7.53, SD = 2.78)) pictures/video frames per species, (b) assessed observer variability, (c) avoided over/under exposed areas, (d) assessed the relationship between brightness **data** obtained from image analyses and spectrophotometry, (e) assessed the variability of image brightness within species, and f) verified the relationship between the visible (Vis), near infrared (NIR) and Ultraviolet (UV) spectra.
",84,63e54a732dc4912ed887652b,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': None, 'CorpusId': '230508319', 'PubMed': '33398079', 'DOI': '10.1038/s42003-020-01524-w', 'PubMedCentral': '7782800'}",https://www.semanticscholar.org/paper/27ec63c7f5c636857dccd3df032d9cfb433ac7ac,Substrate thermal properties influence ventral brightness evolution in ectotherms,"[{'authorId': '40614920', 'name': 'Jonathan Goldenberg'}, {'authorId': '1398074837', 'name': 'L. D’Alba'}, {'authorId': '90458384', 'name': 'K. Bisschop'}, {'authorId': '40036874', 'name': 'B. Vanthournout'}, {'authorId': '2471207', 'name': 'M. Shawkey'}]",Communications Biology,069e05e7-ca35-41d0-a8c7-bdc9ec6a82af,2021.0,118,5,0,True,"[{'category': 'Biology', 'source': 's2-fos-model'}, {'category': 'Medicine', 'source': 'external'}]",['JournalArticle'],2021-01-04,"{'name': 'Communications Biology', 'pages': None, 'volume': '4'}",2023-01-27T00:25:51.645Z,Biology,13.488711,12.197539,-1,230508319_5/17_3,0.294,1.7910123470782153,3.5877125780242736
866,236196766,10/47,2.0,"Description: Analysis of a relatively small number of repositories, retrieving all the **data** available from the API they provide, using some scripts to answer the research questions.",27,63e5568de95157eb65a2b2ad,"{'ACL': None, 'DBLP': 'journals/peerj-cs/DuenasCGFICG21', 'ArXiv': None, 'MAG': None, 'CorpusId': '236196766', 'PubMed': '34307858', 'DOI': '10.7717/peerj-cs.601', 'PubMedCentral': '8279145'}",https://www.semanticscholar.org/paper/7e383ddd9aaecc4c700f47ad824f4dfb711e5c14,GrimoireLab: A toolset for software development analytics,"[{'authorId': '144125116', 'name': 'Santiago Dueñas'}, {'authorId': '34820138', 'name': 'Valerio Cosentino'}, {'authorId': '1397826059', 'name': 'Jesus M. Gonzalez-Barahona'}, {'authorId': '2120374921', 'name': 'Alvaro del Castillo San Felix'}, {'authorId': '1384382015', 'name': 'Daniel Izquierdo-Cortazar'}, {'authorId': '2120340149', 'name': 'Luis Cañas-Díaz'}, {'authorId': '2120359686', 'name': 'Alberto Pérez García-Plaza'}]",PeerJ Computer Science,138e58fc-8643-41c2-a92c-068ea4f4c607,2021.0,76,10,0,False,"[{'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}]",['JournalArticle'],2021-07-09,"{'name': 'PeerJ Computer Science', 'pages': None, 'volume': '7'}",2022-12-23T07:28:03.975Z,Computer Science,14.246759,7.4052334,20,236196766_10/47_2,0.213,2.549060347078216,-1.204593021975727
870,85554746,4/19,1.0,"The variable selection process was undertaken in a participatory way, by gathering the expertise from the SEACRIFOG project consortium and the wider environmental observation community through an interactive web-tool (http://seacrifog-tool.sasscal.org/; see figure 1 in supplementary material available online at stacks.iop.org/ERL/13/085003/mmedia). This tool was written in the Shiny package of the R software environment and was specifically developed for the SEACRIFOG project to capture detailed definitions and available **data** products for each variable. Contributors were also able to nominate potentially relevant variables that were missing from the variable list which were subsequently rated against the assessment criteria. The variable assessment was based on a consultative process inviting the input from a total of 210 potential contributors. The variable score was computed from a total of 40 ratings by contributors who indicated their expertise in the terrestrial (65%), oceanic (35%) and/or atmospheric domain (20%). Overall, 45% of the contributors indicated that they are either from Africa or have conducted extensive research within Africa.",161,63e52d3597d1635b03066085,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2883570154', 'CorpusId': '85554746', 'PubMed': None, 'DOI': '10.1088/1748-9326/aad66c', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/1f65e307d6e4149d7021c97b6f19162e87cffd81,Towards a feasible and representative pan-African research infrastructure network for GHG observations,"[{'authorId': '1402998626', 'name': 'A. López-Ballesteros'}, {'authorId': '153306191', 'name': 'Johannes Beck'}, {'authorId': '9912104', 'name': 'A. Bombelli'}, {'authorId': '5447836', 'name': 'E. Grieco'}, {'authorId': '104775410', 'name': 'E. Lorencová'}, {'authorId': '4990733', 'name': 'L. Merbold'}, {'authorId': '144303528', 'name': 'C. Brümmer'}, {'authorId': '40635934', 'name': 'W. Hugo'}, {'authorId': '2566131', 'name': 'R. Scholes'}, {'authorId': '6598360', 'name': 'D. Vačkář'}, {'authorId': '2078178', 'name': 'A. Vermeulen'}, {'authorId': '144393712', 'name': 'M. Acosta'}, {'authorId': '1398216530', 'name': 'K. Butterbach‐Bahl'}, {'authorId': '1989686', 'name': 'J. Helmschrot'}, {'authorId': '2157218515', 'name': 'Dong-Gill Kim'}, {'authorId': '1946290605', 'name': 'MICHAEL B. Jones'}, {'authorId': '1405203729', 'name': 'Veronika Jorch'}, {'authorId': '5116482', 'name': 'M. Pavelka'}, {'authorId': '89882761', 'name': 'I. Skjelvan'}, {'authorId': '120289329', 'name': 'M. Saunders'}]",Environmental Research Letters,373ee421-9890-40bc-87d7-59518033a715,2018.0,84,21,0,False,"[{'category': 'Environmental Science', 'source': 's2-fos-model'}, {'category': 'Physics', 'source': 'external'}, {'category': 'Business', 'source': 'external'}]",,2018-08-14,"{'name': 'Environmental Research Letters', 'pages': None, 'volume': '13'}",2022-12-20T07:29:18.429Z,Environmental Science,14.916038,10.341053,-1,85554746_4/19_1,0.211,3.2183393470782153,1.7312265780242733
873,53478339,9/24,1.0,"Instrumental SST **data** were obtained from the Australian Institute of Marine Science (AIMS) **data** logger located at Mourilyan Harbour (17°59′S, 146°12′E). Satellite temperature **data** were obtained from the NOAA NCEP EMC CMB Global Reyn-Smith OIv2 weekly blended satellite and observations SST dataset with the box centered on 17.5°S (17°-18°) and 146.5°E (146°-147°). As the satellite dataset does not capture the full seasonal range recorded by the Mourilyan Harbour **data** logger, the linear relationship between the two datasets was used to create a composite SST which spans the full temporal range of the isotope and trace element data.",97,63e540843d001ba24705fe65,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2097348050', 'CorpusId': '53478339', 'PubMed': None, 'DOI': '10.1177/0959683614534739', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/384f94ea339e45247083630920f424898f8ce16c,Mid-Holocene sea surface conditions and riverine influence on the inshore Great Barrier Reef,"[{'authorId': '40557169', 'name': 'R. Roche'}, {'authorId': '144663960', 'name': 'C. Perry'}, {'authorId': '39503290', 'name': 'S. Smithers'}, {'authorId': '34770518', 'name': 'M. Leng'}, {'authorId': '8588654', 'name': 'C. Grove'}, {'authorId': '144637427', 'name': 'H. Sloane'}, {'authorId': '47030733', 'name': 'Catherine Unsworth'}]",,,2014.0,75,17,2,True,"[{'category': 'Environmental Science', 'source': 's2-fos-model'}, {'category': 'Geography', 'source': 's2-fos-model'}, {'category': 'Geology', 'source': 'external'}]",['JournalArticle'],2014-06-05,"{'name': 'The Holocene', 'pages': '885 - 897', 'volume': '24'}",2022-12-20T04:46:17.636Z,Environmental Science,11.414898,8.785536,9,53478339_9/24_1,0.375,-0.28280065292178413,0.17570957802427323
879,237941577,23/32,1.0,"Author Contribution MG and VF designed the experiment with contribution from JP and LB. LB and MG provided the experimental materials. JP and VF develop the experimental phase. JP with help from all the co-authors performed the **data** analysis and interpretation, and wrote the original draft. All co-authors participated and approved the final version of the MS.",57,63e5229831b0fa76e50017d5,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': None, 'CorpusId': '237941577', 'PubMed': '34570249', 'DOI': '10.1007/s00248-021-01858-w', 'PubMedCentral': '8551116'}",https://www.semanticscholar.org/paper/8ed2de80e9a7ea92b4018089f66db2189eac331c,Litter Quality Is a Stronger Driver than Temperature of Early Microbial Decomposition in Oligotrophic Streams: a Microcosm Study,"[{'authorId': '144619229', 'name': 'J. Pérez'}, {'authorId': '36528949', 'name': 'Verónica Ferreira'}, {'authorId': '143777162', 'name': 'M. Graça'}, {'authorId': '5613894', 'name': 'L. Boyero'}]",Microbial Ecology,53655b0d-eba9-4833-b89a-f187701d6633,2021.0,65,3,0,False,"[{'category': 'Environmental Science', 'source': 's2-fos-model'}, {'category': 'Medicine', 'source': 'external'}]",['JournalArticle'],2021-09-27,"{'name': 'Microbial Ecology', 'pages': '897 - 908', 'volume': '82'}",2023-01-07T02:37:59.530Z,Environmental Science,10.090995,10.803727,22,237941577_23/32_1,0.719,-1.6067036529217855,2.193900578024273
881,5784667,4/27,1.0,"In order to minimize the effects of potential laboratory and transcription errors, the **data** were analyzed separately by 3 independent analysts and evaluated based on known phylogeny. Extraction and genotyping were repeated at least 3 times, and consensus sequences were obtained from the replicates.",44,63e51f738296e79cfb144183,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2020228579', 'CorpusId': '5784667', 'PubMed': '21674829', 'DOI': '10.3325/cmj.2011.52.336', 'PubMedCentral': '3118721'}",https://www.semanticscholar.org/paper/ea63e3a9dbb8ac16775bfa5ee728881ff5ed7cca,Genetic analysis of 7 medieval skeletons from Aragonese Pyrenees,"[{'authorId': '145175476', 'name': 'C. Núñez'}, {'authorId': '2062789715', 'name': 'C. Sosa'}, {'authorId': '145149740', 'name': 'M. Baeta'}, {'authorId': '48174029', 'name': 'M. Geppert'}, {'authorId': '5386642', 'name': 'M. Turnbough'}, {'authorId': '38688073', 'name': 'N. Phillips'}, {'authorId': '4092821', 'name': 'Y. Casalod'}, {'authorId': '49577345', 'name': 'M. Bolea'}, {'authorId': '4586219', 'name': 'R. Roby'}, {'authorId': '2789774', 'name': 'B. Budowle'}, {'authorId': '1399759405', 'name': 'B. Martínez-Jarreta'}]",Croatian Medical Journal,b927e464-227f-4507-9fc3-faa9fe23b2f3,2011.0,50,9,0,True,"[{'category': 'Biology', 'source': 's2-fos-model'}, {'category': 'Biology', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}]",['JournalArticle'],2011-06-01,"{'name': 'Croatian Medical Journal', 'pages': '336 - 343', 'volume': '52'}",2023-01-21T10:07:48.145Z,Biology,12.768811,12.284524,26,5784667_4/27_1,0.148,1.0711123470782145,3.674697578024272
883,236196766,8/47,2.0,"Mordred also takes care of continuous incremental retrieval. In general, GrimoireLab does not use event streams and similar synchronous APIs, because they usually do not allow for the retrieval of past items, which are already not available from them. Instead, it uses timestamps and batch retrieval from APIs that provide all the items in the history of a repository. For allowing this incremental retrieval, GrimoireELK includes some metadata in raw and enriched indexes, based on the date when retrieved items were last updated. This metadata can be used to query **data** sources for all items since last update, and when processing the raw index, all items since the last processed. Even when these techniques in some cases are more complex than those based on event streams, they ensure complete retrieval of all items in the **data** source at the price of polling it frequently to check if new items are available. Fortunately, most of the use cases allow for some minutes of delay in **data** processing, which means **data** sources are not polled too much.",175,63e5568de95157eb65a2b2ad,"{'ACL': None, 'DBLP': 'journals/peerj-cs/DuenasCGFICG21', 'ArXiv': None, 'MAG': None, 'CorpusId': '236196766', 'PubMed': '34307858', 'DOI': '10.7717/peerj-cs.601', 'PubMedCentral': '8279145'}",https://www.semanticscholar.org/paper/7e383ddd9aaecc4c700f47ad824f4dfb711e5c14,GrimoireLab: A toolset for software development analytics,"[{'authorId': '144125116', 'name': 'Santiago Dueñas'}, {'authorId': '34820138', 'name': 'Valerio Cosentino'}, {'authorId': '1397826059', 'name': 'Jesus M. Gonzalez-Barahona'}, {'authorId': '2120374921', 'name': 'Alvaro del Castillo San Felix'}, {'authorId': '1384382015', 'name': 'Daniel Izquierdo-Cortazar'}, {'authorId': '2120340149', 'name': 'Luis Cañas-Díaz'}, {'authorId': '2120359686', 'name': 'Alberto Pérez García-Plaza'}]",PeerJ Computer Science,138e58fc-8643-41c2-a92c-068ea4f4c607,2021.0,76,10,0,False,"[{'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}]",['JournalArticle'],2021-07-09,"{'name': 'PeerJ Computer Science', 'pages': None, 'volume': '7'}",2022-12-23T07:28:03.975Z,Computer Science,14.50536,7.3265224,20,236196766_8/47_2,0.17,2.8076613470782146,-1.2833040219757272
886,251711372,1/119,1.0,"The remainder of this paper is organized as follows. Section 2 reviews the relevant literature. Section 3 provides the testable research hypotheses. Section 4 presents the **data** and the event study methodology. In Section 5, we present and discuss our main findings. Section 6 concludes the paper.",47,63e5454d69422edf8b006e0f,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': None, 'CorpusId': '251711372', 'PubMed': '36034526', 'DOI': '10.1016/j.jairtraman.2022.102281', 'PubMedCentral': '9393161'}",https://www.semanticscholar.org/paper/b8dce6411979f4c45da8bf3b1ad76d36ccb2a748,Airline stock markets reaction to the COVID-19 outbreak and vaccines: An event study,"[{'authorId': '50480699', 'name': 'António Miguel Martins'}, {'authorId': '120293351', 'name': 'Susana Cró'}]",Journal of Air Transport Management,dd375d75-7a05-469d-beef-17647ae99785,2022.0,60,5,0,False,"[{'category': 'Business', 'source': 's2-fos-model'}, {'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Medicine', 'source': 'external'}]",['JournalArticle'],2022-08-22,"{'name': 'Journal of Air Transport Management', 'pages': '102281 - 102281', 'volume': '105'}",2023-01-24T14:18:54.560Z,Business,11.513786,4.332611,25,251711372_1/119_1,0.008,-0.18391265292178538,-4.277215421975727
888,98546104,5/11,1.0,"Ž Accurate measurements with acquisition times of . Ž . 1 320 min show that the OD phase Ib of CH CCl 3 3 is isostructural with phase Ib of CCl . According to 4 the unambiguous similarity of the patterns, the phase Ib of methylchloroform was indexed and lattice parameters corresponding to a rhombohedral structure w x R were determined to be a s 14.584 A and a s 89.498 at 232.2 K. The characteristic temperatures and enthalpy changes associated with the II-Ib, Ib-L and Ia-L transitions were found to be in accord with the w x published **data** 4,17 . The transition temperatures are 224.0 "" 0.2, 241.9 "" 0.2 and 235.8 "" 0.3 K, respectively. The associated enthalpy changes are 7.38 "" 0.12, 2.31 "" 0.03 and 1.55 "" 0.03 kJ mol y1 , respectively.",138,63e54d59d013a649c4fb8561,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2095504157', 'CorpusId': '98546104', 'PubMed': None, 'DOI': '10.1016/S0009-2614(99)00627-2', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/4054574556ef79277d3b06be61a5c23a123a6f79,Miscibility study in stable and metastable orientational disordered phases in a two-component system (CH3)CCl3+CCl4,"[{'authorId': '7143478', 'name': 'L. C. Pardo'}, {'authorId': '145212732', 'name': 'M. Barrio'}, {'authorId': '91279495', 'name': 'J. Tamarit'}, {'authorId': '144935490', 'name': 'D. López'}, {'authorId': '3359016', 'name': 'J. Salud'}, {'authorId': '48100730', 'name': 'P. Négrier'}, {'authorId': '2314786', 'name': 'D. Mondieig'}]",,,1999.0,14,28,2,True,"[{'category': 'Materials Science', 'source': 's2-fos-model'}, {'category': 'Chemistry', 'source': 'external'}]",,1999-07-23,"{'name': 'Chemical Physics Letters', 'pages': '204-210', 'volume': '308'}",2023-01-23T06:58:15.069Z,Materials Science,12.832222,11.330304,17,98546104_5/11_1,0.455,1.1345233470782148,2.7204775780242727
